x,y
8.239999999999611191e+00,9.537759999999281035e+01
1.039999999999764668e+00,1.416159999999904073e+01
-2.400000000000162004e+00,1.196000000000045382e+01
3.359999999999715214e+00,2.900959999999751560e+01
-1.400000000000183320e+00,1.016000000000014580e+01
9.159999999999591580e+00,1.132255999999917009e+02
3.059999999999721609e+00,2.648359999999773962e+01
2.999999999997804423e-01,1.168999999999942929e+01
2.999999999999722888e+00,2.599999999999778311e+01
-7.020000000000063523e+00,4.624040000000076134e+01
-1.860000000000173515e+00,1.073960000000029780e+01
-3.000000000000149214e+00,1.400000000000059686e+01
8.359999999999608633e+00,9.760959999999266756e+01
1.599999999997834266e-01,1.134559999999949831e+01
-4.000000000000127898e+00,1.900000000000076739e+01
-8.400000000000034106e+00,6.476000000000050250e+01
-2.520000000000159446e+00,1.231040000000048451e+01
9.939999999999574953e+00,1.296835999999906903e+02
-4.120000000000125340e+00,1.973440000000078243e+01
-6.600000000001990941e-01,1.011559999999986381e+01
-5.400000000000098055e+00,2.936000000000086274e+01
-4.540000000000116387e+00,2.253160000000082164e+01
1.519999999999754436e+00,1.635039999999876414e+01
-4.780000000000111271e+00,2.428840000000084132e+01
4.199999999999697309e+00,3.703999999999685144e+01
3.019999999999722462e+00,2.616039999999776811e+01
-2.240000000000165414e+00,1.153760000000040975e+01
-5.240000000000101466e+00,2.797760000000085867e+01
-2.140000000000167546e+00,1.129960000000038178e+01
-4.800000000000110845e+00,2.444000000000084327e+01
2.599999999997812949e-01,1.158759999999944945e+01
-2.440000000000161151e+00,1.207360000000046441e+01
7.119999999999635065e+00,7.593439999999407064e+01
6.339999999999651692e+00,6.387559999999488980e+01
-8.580000000000030269e+00,6.745640000000045688e+01
7.439999999999628244e+00,8.123359999999372860e+01
8.759999999999600107e+00,1.052575999999921947e+02
5.039999999999679403e+00,4.648159999999612779e+01
5.339999999999673008e+00,5.019559999999585642e+01
-1.600000000000179057e+00,1.036000000000021437e+01
8.619999999999603091e+00,1.025443999999923648e+02
5.719999999999664908e+00,5.515839999999549548e+01
1.419999999999756568e+00,1.585639999999882122e+01
-2.640000000000156888e+00,1.268960000000051380e+01
-5.740000000000090807e+00,3.246760000000085711e+01
-7.200000000000059686e+00,4.844000000000073669e+01
-3.540000000000137703e+00,1.645160000000069900e+01
6.239999999999653824e+00,6.241759999999499087e+01
5.579999999999667892e+00,5.329639999999562860e+01
5.559999999999668319e+00,5.303359999999565133e+01
5.919999999999660645e+00,5.788639999999530517e+01
-7.060000000000062670e+00,4.672360000000075786e+01
-3.980000000000128324e+00,1.888040000000076546e+01
-8.480000000000032401e+00,6.595040000000048508e+01
-9.620000000000008100e+00,8.430440000000014322e+01
-5.200000000002020784e-01,1.023039999999980587e+01
9.739999999999579217e+00,1.253475999999909618e+02
-8.760000000000026432e+00,7.021760000000040236e+01
2.179999999999740368e+00,2.011239999999834893e+01
3.599999999997791633e-01,1.184959999999939839e+01
-7.480000000000053717e+00,5.199040000000069739e+01
5.859999999999661924e+00,5.705959999999536336e+01
-1.820000000000174367e+00,1.067240000000028566e+01
-8.780000000000026006e+00,7.052840000000040277e+01
-4.500000000000117240e+00,2.225000000000082068e+01
4.499999999999690914e+00,4.024999999999660361e+01
-2.131628207280300558e-13,1.099999999999957367e+01
3.539999999999711378e+00,3.061159999999738091e+01
-8.400000000001952571e-01,1.002559999999993678e+01
6.979999999999638050e+00,7.368039999999422207e+01
-7.120000000000061391e+00,4.745440000000075287e+01
4.679999999999687077e+00,4.226239999999644681e+01
-6.640000000000071623e+00,4.180960000000081322e+01
9.619999999999581775e+00,1.227843999999911233e+02
9.719999999999579643e+00,1.249183999999909815e+02
-7.860000000000045617e+00,5.705960000000062848e+01
-5.680000000000092086e+00,3.190240000000086340e+01
5.999999999997740474e-01,1.255999999999927752e+01
-8.340000000000035385e+00,6.387560000000051730e+01
-4.660000000000113829e+00,2.339560000000083306e+01
6.179999999999655103e+00,6.155239999999504619e+01
5.539999999999668745e+00,5.277159999999566509e+01
-1.560000000000179909e+00,1.031360000000020172e+01
-7.840000000000046043e+00,5.678560000000062757e+01
5.519999999999669171e+00,5.251039999999568408e+01
4.379999999999693472e+00,3.894439999999670476e+01
9.499999999999584332e+00,1.202499999999912745e+02
-4.860000000000109566e+00,2.489960000000084506e+01
-2.580000000000158167e+00,1.249640000000050044e+01
6.579999999999646576e+00,6.745639999999464465e+01
-1.900000000000172662e+00,1.081000000000031136e+01
-2.600000000002076206e-01,1.054759999999969367e+01
-1.840000000000173941e+00,1.070560000000029177e+01
3.699999999999707967e+00,3.208999999999725361e+01
-1.780000000000175220e+00,1.060840000000027317e+01
3.119999999999720330e+00,2.697439999999769711e+01
-6.180000000000081428e+00,3.683240000000084535e+01
-2.400000000002080469e-01,1.057759999999968414e+01
-5.220000000000101892e+00,2.780840000000085865e+01
-7.900000000000044764e+00,5.761000000000061760e+01
9.859999999999576659e+00,1.279395999999908042e+02
6.259999999999653397e+00,6.270759999999496870e+01
-9.140000000000018332e+00,7.625960000000030448e+01
2.259999999999738662e+00,2.062759999999829574e+01
7.519999999999626539e+00,8.259039999999363602e+01
7.599999999997706368e-01,1.309759999999919344e+01
-1.040000000000190994e+00,1.000160000000001581e+01
-4.380000000000119798e+00,2.142440000000080857e+01
-9.580000000000008953e+00,8.361640000000015505e+01
-6.480000000000075033e+00,4.003040000000082443e+01
-1.680000000000177351e+00,1.046240000000024040e+01
7.799999999999620570e+00,8.743999999999331862e+01
-6.540000000000073754e+00,4.069160000000081823e+01
-9.400000000001931255e-01,1.000359999999997740e+01
7.559999999999625686e+00,8.327359999999359275e+01
-3.960000000000128750e+00,1.876160000000076167e+01
3.559999999999710951e+00,3.079359999999736530e+01
-6.800000000001986677e-01,1.010239999999987326e+01
3.999999999997783107e-01,1.195999999999937913e+01
-3.560000000000137277e+00,1.655360000000070286e+01
7.919999999999618012e+00,8.956639999999318036e+01
-8.040000000000041780e+00,5.956160000000058830e+01
-5.400000000002016520e-01,1.021159999999981416e+01
2.059999999999742926e+00,1.936359999999842785e+01
4.559999999999689635e+00,4.091359999999654917e+01
-7.640000000000050306e+00,5.408960000000066515e+01
-5.900000000000087397e+00,3.401000000000085777e+01
6.659999999999644871e+00,6.867559999999456011e+01
-5.920000000000086970e+00,3.420640000000085479e+01
7.759999999999621423e+00,8.673759999999336401e+01
-8.740000000000026859e+00,6.990760000000041430e+01
-9.420000000000012363e+00,8.089640000000021303e+01
-4.900000000000108713e+00,2.521000000000084640e+01
6.639999999999645297e+00,6.836959999999457693e+01
8.439999999999606928e+00,9.911359999999257298e+01
5.799999999999663203e+00,5.623999999999541899e+01
-3.780000000000132587e+00,1.772840000000073601e+01
1.999999999999744205e+00,1.899999999999846523e+01
-9.520000000000010232e+00,8.259040000000017301e+01
-9.500000000000010658e+00,8.225000000000018474e+01
3.679999999999708393e+00,3.190239999999727161e+01
-7.500000000000053291e+00,5.225000000000069633e+01
-2.600000000000157740e+00,1.256000000000050498e+01
9.039999999999594138e+00,1.108015999999918506e+02
-5.440000000000097202e+00,2.971360000000086288e+01
8.299999999999609912e+00,9.648999999999274735e+01
-2.660000000000156462e+00,1.275560000000051986e+01
5.399999999997753264e-01,1.237159999999930804e+01
3.779999999999706262e+00,3.284839999999719140e+01
4.579999999999689209e+00,4.113639999999652730e+01
2.459999999999734399e+00,2.197159999999816193e+01
-5.600000000002012257e-01,1.019359999999982236e+01
1.299999999999759126e+00,1.528999999999889070e+01
-3.080000000000147509e+00,1.432640000000061420e+01
5.679999999999665761e+00,5.462239999999553675e+01
-9.200000000001935518e-01,1.000639999999996910e+01
-4.720000000000112550e+00,2.383840000000083847e+01
-1.140000000000188862e+00,1.001960000000005202e+01
4.219999999999696882e+00,3.724839999999683471e+01
6.299999999999652545e+00,6.328999999999492587e+01
-3.260000000000143672e+00,1.510760000000064807e+01
-9.340000000000014069e+00,7.955560000000023990e+01
-9.800000000001922729e-01,1.000039999999999196e+01
3.219999999999718199e+00,2.780839999999762213e+01
4.119999999999699014e+00,3.621439999999691395e+01
2.959999999999723741e+00,2.568159999999781462e+01
7.779999999999620997e+00,8.708839999999334225e+01
7.999999999997697842e-01,1.323999999999917065e+01
1.579999999999753157e+00,1.665639999999872600e+01
-8.100000000000040501e+00,6.041000000000057213e+01
-8.180000000000038796e+00,6.155240000000056000e+01
-1.260000000000186304e+00,1.006760000000009647e+01
-7.600000000000051159e+00,5.356000000000067729e+01
-9.800000000000004263e+00,8.744000000000006878e+01
7.839999999999619718e+00,8.814559999999327999e+01
3.639999999999709246e+00,3.152959999999730201e+01
-7.560000000000052012e+00,5.303360000000068197e+01
6.999999999999637623e+00,7.399999999999420197e+01
3.199999999997800160e-01,1.174239999999941908e+01
-4.940000000000107860e+00,2.552360000000084739e+01
9.439999999999585611e+00,1.189935999999913463e+02
-4.680000000000113403e+00,2.354240000000083199e+01
-4.340000000000120650e+00,2.115560000000080620e+01
4.139999999999698588e+00,3.641959999999690467e+01
9.999999999978470555e-02,1.120999999999952657e+01
3.439999999999713509e+00,2.971359999999745582e+01
-2.280000000000164562e+00,1.163840000000042174e+01
-8.900000000000023448e+00,7.241000000000036607e+01
9.819999999999577511e+00,1.270723999999908642e+02
4.339999999999694325e+00,3.851559999999673778e+01
-2.340000000000163283e+00,1.179560000000043729e+01
-1.540000000000180336e+00,1.029160000000019437e+01
-6.040000000000084412e+00,3.540160000000085461e+01
2.879999999999725446e+00,2.505439999999786949e+01
-7.260000000000058407e+00,4.918760000000072807e+01
-5.040000000000105729e+00,2.632160000000085276e+01
6.139999999999655955e+00,6.097959999999508796e+01
2.539999999999732694e+00,2.253159999999810736e+01
-4.300000000000121503e+00,2.089000000000080348e+01
5.639999999999666613e+00,5.408959999999557056e+01
8.599999999997685052e-01,1.345959999999913848e+01
-7.160000000000060538e+00,4.794560000000074496e+01
9.959999999999574527e+00,1.301215999999906785e+02
4.879999999999682814e+00,4.457439999999626679e+01
-6.500000000000074607e+00,4.025000000000082423e+01
7.699999999999622702e+00,8.568999999999343231e+01
1.199999999999761258e+00,1.483999999999894825e+01
-7.360000000000056275e+00,5.044960000000071432e+01
9.579999999999582627e+00,1.219363999999911670e+02
-1.240000000000186731e+00,1.005760000000008958e+01
-6.560000000000073328e+00,4.091360000000081243e+01
4.419999999999692619e+00,3.937639999999666429e+01
7.179999999999633786e+00,7.691239999999400823e+01
3.339999999999715641e+00,2.883559999999753032e+01
8.699999999999601386e+00,1.040899999999922727e+02
-7.000000000001982414e-01,1.008999999999988084e+01
1.219999999999760831e+00,1.492839999999893763e+01
-5.460000000000096776e+00,2.989160000000086370e+01
5.099999999999678124e+00,4.720999999999607155e+01
6.759999999999642739e+00,7.021759999999446222e+01
3.199999999999718625e+00,2.763999999999763801e+01
-6.880000000000066507e+00,4.457440000000077873e+01
8.379999999999608207e+00,9.798439999999264671e+01
6.079999999999657234e+00,6.012639999999514373e+01
-8.880000000000023874e+00,7.209440000000037685e+01
3.399999999999714362e+00,2.935999999999748766e+01
7.059999999999636344e+00,7.496359999999414470e+01
-7.800000000001965361e-01,1.004839999999991385e+01
4.959999999999681108e+00,4.552159999999619799e+01
-3.360000000000141540e+00,1.556960000000066913e+01
4.059999999999700293e+00,3.560359999999696612e+01
-9.240000000000016200e+00,7.789760000000026707e+01
9.279999999999589022e+00,1.156783999999915551e+02
-7.300000000000057554e+00,4.969000000000072248e+01
-8.280000000000036664e+00,6.299840000000053664e+01
1.639999999999751878e+00,1.696959999999868884e+01
-4.880000000000109139e+00,2.505440000000084666e+01
5.619999999999667040e+00,5.382439999999559177e+01
7.299999999999631228e+00,7.888999999999387569e+01
4.939999999999681535e+00,4.528359999999621976e+01
-8.960000000000022169e+00,7.336160000000035097e+01
-4.140000000000124913e+00,1.985960000000078196e+01
5.799999999997744737e-01,1.249639999999928719e+01
-8.940000000000022595e+00,7.304360000000036734e+01
1.819999999999748042e+00,1.795239999999857972e+01
2.579999999999731841e+00,2.281639999999807955e+01
9.799999999997659472e-01,1.392039999999907351e+01
2.939999999999724167e+00,2.552359999999782758e+01
-4.800000000002029310e-01,1.027039999999978903e+01
2.979999999999723315e+00,2.584039999999779980e+01
-4.620000000000114682e+00,2.310440000000082961e+01
2.319999999999737383e+00,2.102239999999825670e+01
1.079999999999763816e+00,1.432639999999901725e+01
2.139999999999741220e+00,1.985959999999837322e+01
7.999999999978513188e-02,1.116639999999953581e+01
4.799999999997766054e-01,1.219039999999933954e+01
7.379999999999629523e+00,8.022439999999379268e+01
2.019999999999743778e+00,1.912039999999845463e+01
2.639999999999730562e+00,2.324959999999803983e+01
-4.980000000000107008e+00,2.584040000000085158e+01
-5.200000000000102318e+00,2.764000000000086033e+01
-9.440000000000011937e+00,8.123360000000019454e+01
-1.000000000000191847e+00,1.000000000000000000e+01
-5.140000000000103597e+00,2.713960000000085770e+01
-9.280000000000015348e+00,7.855840000000024759e+01
-2.120000000000167972e+00,1.125440000000037699e+01
8.519999999999605222e+00,1.006303999999924770e+02
2.779999999999727578e+00,2.428839999999794230e+01
3.819999999999705409e+00,3.323239999999715621e+01
-2.180000000000166693e+00,1.139240000000039288e+01
9.459999999999585185e+00,1.194115999999913242e+02
6.819999999999641460e+00,7.115239999999440101e+01
-9.600000000000008527e+00,8.396000000000015007e+01
-5.820000000000089102e+00,3.323240000000085814e+01
4.699999999999686651e+00,4.248999999999642796e+01
9.559999999999583054e+00,1.215135999999912002e+02
4.179999999999697735e+00,3.683239999999686631e+01
-7.200000000001978151e-01,1.007839999999988834e+01
-1.320000000000185025e+00,1.010240000000011840e+01
2.199999999997821476e-01,1.148839999999946926e+01
-2.040000000000169678e+00,1.108160000000035339e+01
-1.420000000000182894e+00,1.017640000000015377e+01
-2.260000000000164988e+00,1.158760000000041579e+01
-2.000000000000170530e+00,1.100000000000034106e+01
-3.900000000000130029e+00,1.841000000000075332e+01
4.079999999999699867e+00,3.580639999999695533e+01
9.779999999999578364e+00,1.262083999999909025e+02
-9.480000000000011084e+00,8.191040000000019461e+01
9.239999999999589875e+00,1.148575999999916064e+02
6.439999999999649560e+00,6.535359999999478475e+01
-9.640000000000007674e+00,8.464960000000013451e+01
-3.660000000000135145e+00,1.707560000000071909e+01
-6.460000000000075460e+00,3.981160000000082277e+01
-3.600000000002054890e-01,1.040959999999973640e+01
7.739999999999621849e+00,8.638759999999338390e+01
8.059999999999615028e+00,9.208359999999302659e+01
-4.000000000002046363e-01,1.035999999999975429e+01
-2.880000000000151772e+00,1.353440000000056997e+01
9.539999999999583480e+00,1.210915999999912174e+02
7.199999999999633360e+00,7.723999999999398369e+01
1.959999999999745057e+00,1.876159999999849148e+01
-4.520000000000116813e+00,2.239040000000082387e+01
3.039999999999722036e+00,2.632159999999775479e+01
-3.100000000000147082e+00,1.441000000000061831e+01
1.479999999999755289e+00,1.615039999999878617e+01
6.839999999999641034e+00,7.146559999999436741e+01
4.479999999999691340e+00,4.003039999999661802e+01
9.099999999999592859e+00,1.120099999999917770e+02
-9.020000000000020890e+00,7.432040000000033331e+01
3.239999999999717772e+00,2.797759999999760794e+01
4.619999999999688356e+00,4.158439999999649217e+01
-8.980000000000021743e+00,7.368040000000034695e+01
-5.360000000000098908e+00,2.900960000000086225e+01
-4.440000000000118519e+00,2.183360000000081413e+01
-7.760000000000047748e+00,5.569760000000064792e+01
9.259999999999589448e+00,1.152675999999915746e+02
-5.760000000000090381e+00,3.265760000000086194e+01
8.319999999999609486e+00,9.686239999999271788e+01
-9.740000000000005542e+00,8.638760000000009143e+01
-6.000000000021188384e-02,1.088359999999960159e+01
-1.460000000000182041e+00,1.021160000000016765e+01
1.499999999999754863e+00,1.624999999999877431e+01
-5.980000000000085691e+00,3.480040000000084888e+01
7.899999999999618439e+00,8.920999999999321517e+01
2.299999999999737810e+00,2.088999999999827040e+01
8.739999999999600533e+00,1.048675999999922226e+02
1.339999999999758273e+00,1.547559999999886848e+01
-6.760000000000069065e+00,4.317760000000079401e+01
4.299999999999695177e+00,3.808999999999677044e+01
9.319999999999588169e+00,1.165023999999914963e+02
